aba,status_aba,campo,contrato_de_dados,descricao,unidade_ou_dominio,fonte_ou_derivacao,tipo,pct_vazio,n_distintos,exemplo,observacao
08_fato_producao_energia,real,source_url,,URL do recurso na fonte oficial (igual a url_recurso da 07).,URL,07_dim_fontes,texto,0.0,3,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,
08_fato_producao_energia,real,data_acesso,,Data do arquivo local usado (igual a data_arquivo_local da 07; proxy da data de acesso).,AAAA-MM-DD,07_dim_fontes,texto,0.0,1,2026-09-10,
08_fato_producao_energia,real,source_file,,Arquivo exato em dados/ de onde a medida veio.,caminho relativo ao repositório,—,texto,0.0,3,dados/ANM/producao_amb_ral/Producao_Bruta.csv,
08_fato_producao_energia,real,source_linha,,"Linha do arquivo (cabeçalho = linha 1). Com source_file e coluna_original, aponta a célula exata.",número da linha,—,inteiro,0.0,38854,2,
08_fato_producao_energia,real,coluna_original,,Nome da coluna da fonte de onde veio o valor.,texto,—,texto,0.0,15,Quantidade Produção - Minério ROM (t),
08_fato_producao_energia,real,mineral_nome_original,,"Substância exatamente como escrita na fonte, antes do crosswalk para mineral_id (01b/01c).",texto,fonte da linha,texto,0.0,111,Areia,
08_fato_producao_energia,real,notas,,Notas de rastreabilidade da linha.,texto livre,—,texto,89.7,206,"mesma tonelagem da linha 13 (Columbita-Tantalita, contido Nb",
09_cons_mineral_ano,real,mineral_id,sim,"Identificador estável do mineral. Atribuído por ordenação (classe, nome) sobre as 57 categorias oficiais da ANM + subitens justificados; nunca por hash do nome. Para rochas, a categoria depende do tipo de uso declarado (ver 01c).",MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,0.0,66,MIN_001,
09_cons_mineral_ano,real,mineral_name,sim,Nome padronizado do mineral (campo fixado no Contrato de Dados).,texto,01_dim_minerais,texto,0.0,66,Carvão Mineral,renomeada de 'mineral_nome' na v6
09_cons_mineral_ano,real,classe_substancia,,Classe da substância segundo a ANM.,Energéticos; Gemas e Diamantes; Metálicos; Não-Metálicos,ANM AMB / definição da dimensão,texto,0.0,4,Energéticos,
09_cons_mineral_ano,real,uf,,"GO = Goiás; BR = soma nacional de todas as UFs, para comparação.",BR; GO,—,texto,0.0,2,BR,
09_cons_mineral_ano,real,year,sim,Ano de referência (contrato). Vazio = linha-fotografia de mineral só com título (sem produção nem CFEM).,AAAA,—,inteiro,1.5,17,2010,renomeada de 'ano' na v6
09_cons_mineral_ano,real,production_t_rom,,"Produção bruta (minério ROM): massa de minério, NÃO metal contido. No contrato, equivale a production_t com production_basis = ROM.",t,ANM AMB — produção bruta,decimal,6.6,1169,11840668.63,renomeada de 'producao_rom_t' na v6
09_cons_mineral_ano,real,production_beneficiada,,"Produção beneficiada, na unidade de production_beneficiada_unit. Só equivale a production_t (basis = beneficiada) quando a unidade é t; não somar entre minerais.",ver production_beneficiada_unit,ANM AMB — produção beneficiada,decimal,19.5,1036,5743341.309999999,renomeada de 'producao_beneficiada' na v6
09_cons_mineral_ano,real,production_beneficiada_unit,,Unidade da produção beneficiada.,t; ct; kg,ANM AMB — produção beneficiada,texto,19.5,3,t,renomeada de 'unidade_beneficiada' na v6
09_cons_mineral_ano,real,valor_venda_beneficiada_brl,,Valor de venda da produção beneficiada.,R$ nominais,ANM AMB — produção beneficiada,decimal,19.5,986,696096534.9200001,
09_cons_mineral_ano,real,cfem_qtd_comercializada_t,,"Quantidade comercializada declarada na CFEM, só unidades de massa convertidas para t (kg, g, quilate), sem as linhas corrompidas ou implausíveis (ver 09b). NÃO é produção. NÃO USAR COMO PROXY DE PRODUÇÃO sem validação mineral a mineral: a CFEM não informa a base (minério bruto, concentrado ou metal), que varia entre substâncias e declarantes, e dezenas de mineral-anos ficam fora da faixa de 0,05–2× da produção do AMB (lista e causas conhecidas na 14b).",t,"ANM CFEM (QuantidadeComercializada, UnidadeDeMedida)",decimal,89.7,138,3.912e-06,"Na fonte: UNIDADES MISTURADAS no mesmo mineral — a soma não é fisicamente comparável: Amianto (kg, t); Areia (kg, m3, t); Argilas (kg, m3, t); Calcário (kg, m3, t); Calcário Calcítico (kg, t); Calcário Dolomítico (kg, t); Dolomito e Magnesita (kg, t); Manganês (kg, t); Ouro (g, kg); Prata (g, kg); Quartzo (Cristal) e outros Piezelétricos (kg, m3, t); Rochas (Britadas) e Cascalho (kg, m3, t); Rochas Ornamentais (m2, m3, t); Rochas Ornamentais - Outras (kg, m3, t); Vermiculita e Perlita (kg, t); Água Mineral (l, m3)"
09_cons_mineral_ano,real,cfem_qtd_outras_unidades,,"Quantidade comercializada em unidades sem conversão para t (m³, l, m²), somada por unidade.",texto '<unidade>: <quantidade>' separado por ';',"ANM CFEM (QuantidadeComercializada, UnidadeDeMedida)",texto,97.3,33,m3: 0.000,"Na fonte: UNIDADES MISTURADAS no mesmo mineral — a soma não é fisicamente comparável: Amianto (kg, t); Areia (kg, m3, t); Argilas (kg, m3, t); Calcário (kg, m3, t); Calcário Calcítico (kg, t); Calcário Dolomítico (kg, t); Dolomito e Magnesita (kg, t); Manganês (kg, t); Ouro (g, kg); Prata (g, kg); Quartzo (Cristal) e outros Piezelétricos (kg, m3, t); Rochas (Britadas) e Cascalho (kg, m3, t); Rochas Ornamentais (m2, m3, t); Rochas Ornamentais - Outras (kg, m3, t); Vermiculita e Perlita (kg, t); Água Mineral (l, m3)"
09_cons_mineral_ano,real,cfem_qtd_linhas_excluidas,,Linhas da CFEM do mineral no ano cuja quantidade saiu da soma (o R$ foi mantido). Detalhe linha a linha na aba 09b.,contagem,Derivado — regra da 09b,inteiro,89.4,8,0,
09_cons_mineral_ano,real,cfem_recolhido_brl,,CFEM recolhida em GO para o mineral no ano (vazia nas linhas BR: só temos CFEM de GO).,R$ nominais,ANM CFEM (ValorRecolhido),decimal,89.4,144,732.2,
09_cons_mineral_ano,real,qtd_titulares_cfem,,"Titulares distintos que recolheram CFEM para o mineral (2022–2026). ATENÇÃO: contado pelo CPF_CNPJ da CFEM, que está corrompido (notação científica) — CNPJs diferentes podem colidir, então é um limite inferior aproximado. Recalcular pela ponte do número do processo (pendente).",contagem,ANM CFEM (CPF_CNPJ),inteiro,62.8,18,1,
09_cons_mineral_ano,real,qtd_processos_cadastro_mineiro,,"Processos distintos em GO com título citando o mineral — fotografia atual, repetida em todas as linhas do mineral.",contagem,Cadastro Mineiro,inteiro,62.8,48,857,
09_cons_mineral_ano,real,qtd_titulares_cadastro_mineiro,,"Titulares distintos com título — fotografia atual, repetida em todas as linhas.",contagem,Cadastro Mineiro,inteiro,62.8,44,484,
09_cons_mineral_ano,real,qtd_processos_sigmine,,Processos com polígono no SIGMINE — fotografia atual.,contagem,SIGMINE,inteiro,62.8,41,322,
09_cons_mineral_ano,real,categoria_agregada_anm,,"VERDADEIRO quando o nome é uma categoria composta da própria ANM (ex.: 'Dolomito e Magnesita'), que não pode ser desagregada.",booleano,ANM AMB,booleano,0.0,2,False,
09_cons_mineral_ano,real,status_producao_go,,"Evidência de produção em Goiás, CALCULADA: confirmada = há produção ANM ou CFEM em GO; exploracao = só título minerário; sem_titulo_ou_producao_go = categoria nacional sem ocorrência em GO.",sem_titulo_ou_producao_go; confirmada; exploracao,Derivado — AMB + CFEM + Cadastro Mineiro + SIGMINE,texto,0.0,3,sem_titulo_ou_producao_go,
09_cons_mineral_ano,real,source_ids,sim,"Fontes de onde vieram os valores da linha. Cada fonte entra se, e somente se, alguma coluna da linha veio dela.",SRC_* separados por ';' (IDs da aba 07),Governança,texto,0.0,17,SRC_ANM_PROD_BRUTA; SRC_ANM_PROD_BENEF,
09_cons_mineral_ano,real,observacao,,Nota metodológica ou de rastreabilidade da linha.,texto livre,—,texto,21.6,51,Categoria oficial nacional; sem ocorrência em GO nas bases a,
09_cons_mineral_ano,real,source_url,,"URL de cada fonte da linha, na mesma ordem de source_ids (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,17,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv; http,
09_cons_mineral_ano,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_ids (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,5,2026-09-10; 2026-09-10,
09_cons_mineral_ano,real,periodo_referencia,,Ano da linha; 2026 é parcial (CFEM com registros até o início de agosto).,AAAA ou AAAA-MM,fonte da linha,texto,0.0,18,2010,
09_cons_mineral_ano,real,tipo_fonte,,"Tipo das fontes da linha (oficial, companhia, setorial, imprensa ou derivada), como na 07.",oficial,—,texto,0.0,1,oficial,
09_cons_mineral_ano,real,valor_observado_estimado,,"observado: somas de valores observados das fontes (linhas da 08), sem estimativa.",observado,Governança,texto,0.0,1,observado,
09_cons_mineral_ano,real,metodo_estimacao,,Método quando o valor não é observado; vazio nas linhas observadas.,texto,Governança,vazio,100.0,0,,coluna 100% vazia
09_cons_mineral_ano,real,status_validacao,,"valido, ou os alertas das linhas da 08 que entram na soma (alerta_processo_09c, quantidade_excluida_da_soma_09b, alerta_producao_repetida), separados por ';'.",valido; alerta_producao_repetida; alerta_processo_09c; alerta_processo_09c; alerta_producao_repetida; alerta_processo_09c; quantidade_excluida_da_soma_09b; quantidade_excluida_da_soma_09b,Governança,texto,0.0,6,valido,
09_cons_mineral_ano,real,responsavel_validacao,,"Quem validou: as checagens automáticas do pipeline, registradas na 14b.",texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
09b_auditoria_cfem_quantidade,auditoria,mineral_id,sim,"Identificador estável do mineral. Atribuído por ordenação (classe, nome) sobre as 57 categorias oficiais da ANM + subitens justificados; nunca por hash do nome. Para rochas, a categoria depende do tipo de uso declarado (ver 01c).",MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,0.0,10,MIN_034,
09b_auditoria_cfem_quantidade,auditoria,mineral_name,sim,Nome padronizado do mineral (campo fixado no Contrato de Dados).,texto,01_dim_minerais,texto,0.0,10,Areia,
09b_auditoria_cfem_quantidade,auditoria,year,sim,Ano de referência (campo fixado no Contrato de Dados).,AAAA,—,inteiro,0.0,5,2026,
09b_auditoria_cfem_quantidade,auditoria,month,,Mês de competência da CFEM.,1 a 12,ANM CFEM (Mês),inteiro,0.0,12,4,
09b_auditoria_cfem_quantidade,auditoria,processo_anm,,"Número do processo na ANM, formato canônico <número sem zeros à esquerda>/<ano>.",texto,SIGMINE.PROCESSO / CFEM (Processo + AnoDoProcesso),texto,0.0,26,860299/1993,
09b_auditoria_cfem_quantidade,auditoria,substancia_original,,Nome da substância exatamente como no RECMIN.,texto,SGB RECMIN,texto,0.0,14,AREIA,
09b_auditoria_cfem_quantidade,auditoria,unidade_original,,"Unidade exatamente como veio da fonte, antes da conversão para a unidade padrão.",texto,fonte da linha,texto,0.0,4,t,
09b_auditoria_cfem_quantidade,auditoria,quantidade_bruta,,Quantidade comercializada exatamente como veio na fonte (texto).,texto,ANM CFEM (QuantidadeComercializada),texto,0.0,88,16100250590,
09b_auditoria_cfem_quantidade,auditoria,quantidade_convertida,,Quantidade após conversão para a unidade padronizada (vazia se ilegível).,ver unidade_convertida,Derivado,decimal,9.0,80,16100250590,
09b_auditoria_cfem_quantidade,auditoria,unidade_convertida,,"Unidade padronizada usada na comparação (t para massa; m³, l ou m² sem conversão).",t; m3; l,Derivado,texto,0.0,3,t,
09b_auditoria_cfem_quantidade,auditoria,valor_recolhido_brl,,Valor da CFEM recolhido na linha (mantido nas somas em R$).,R$ nominais,ANM CFEM (ValorRecolhido),decimal,0.0,88,137.35,
09b_auditoria_cfem_quantidade,auditoria,r_por_unidade,,R$ recolhido por unidade de quantidade na linha.,R$ por unidade,Derivado,decimal,9.0,80,8.530923120246912e-09,
09b_auditoria_cfem_quantidade,auditoria,mediana_r_por_unidade_mineral,,Mediana do R$ por unidade entre as linhas válidas do mesmo mineral e unidade (referência da regra de plausibilidade).,R$ por unidade,Derivado,decimal,0.0,13,0.2905771511522891,
09b_auditoria_cfem_quantidade,auditoria,motivo,,Por que a quantidade da linha saiu da soma.,quantidade implausível: R$ por unidade mais de 1.000× abaixo da mediana do mesmo mineral e unidade; quantidade em notação científica (valor corrompido na exportação),Derivado — regra da 09b,texto,0.0,2,quantidade implausível: R$ por unidade mais de 1.000× abaixo,
09c_alertas_cfem_processo,auditoria,mineral_id,sim,"Identificador estável do mineral. Atribuído por ordenação (classe, nome) sobre as 57 categorias oficiais da ANM + subitens justificados; nunca por hash do nome. Para rochas, a categoria depende do tipo de uso declarado (ver 01c).",MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,0.0,11,MIN_025,
09c_alertas_cfem_processo,auditoria,mineral_name,sim,Nome padronizado do mineral (campo fixado no Contrato de Dados).,texto,01_dim_minerais,texto,0.0,11,Prata,
09c_alertas_cfem_processo,auditoria,year,sim,Ano de referência (campo fixado no Contrato de Dados).,AAAA,—,inteiro,0.0,5,2025,
09c_alertas_cfem_processo,auditoria,processo_anm,,"Número do processo na ANM, formato canônico <número sem zeros à esquerda>/<ano>.",texto,SIGMINE.PROCESSO / CFEM (Processo + AnoDoProcesso),texto,0.0,23,960658/1987,
09c_alertas_cfem_processo,auditoria,substancias,,Substâncias declaradas pelo processo na CFEM.,texto separado por ';',ANM CFEM (Substância),texto,0.0,14,MINÉRIO DE PRATA,
09c_alertas_cfem_processo,auditoria,usos,,Tipos de uso atribuídos às rochas do processo (vazio para não-rochas).,texto separado por ';',Derivado — regra da 01c,texto,73.3,3,REVESTIMENTO,
09c_alertas_cfem_processo,auditoria,cfem_t_processo,,"Toneladas comercializadas declaradas por esse processo no ano, na categoria.",t,ANM CFEM,decimal,0.0,45,63.9996,
09c_alertas_cfem_processo,auditoria,amb_total_uf_t,,"Limite do AMB para Goiás na categoria e ano: maior entre produção bruta e beneficiada em t; nos metais que o AMB mede em kg (ouro, prata), a produção beneficiada convertida para t. Vazio = sem AMB no ano.",t,ANM AMB,decimal,2.2,26,0.043,
09c_alertas_cfem_processo,auditoria,amb_base,,"Qual medida do AMB serviu de limite: maior entre bruta e beneficiada em t, ou beneficiada em kg no caso de metal (a bruta desses minerais é tonelagem de minério).",texto,Derivado — regra da 09c,texto,0.0,3,"beneficiada do AMB em kg (metal), convertida para t",
09c_alertas_cfem_processo,auditoria,razao,,cfem_t_processo ÷ amb_total_uf_t. Acima de 1 = um único processo declara mais que o estado inteiro. Vazio = sem AMB no ano.,razão,Derivado,decimal,2.2,44,1488.362790697674,
09c_alertas_cfem_processo,auditoria,criterio,,"O que disparou o alerta: tonelagem acima do total estadual e/ou, em metais, R$/t mais de 10× abaixo da mediana do mineral.",texto,Derivado — regra da 09c,texto,0.0,3,tonelagem acima do total estadual; R$/t mais de 10× abaixo d,
09c_alertas_cfem_processo,auditoria,severidade,,"alta = mais de 2× o total estadual OU R$/t mais de 10× abaixo da mediana do mineral (nos metais medidos em kg, esse R$/t sozinho já gera alerta); moderada = entre 1 e 2× com R$/t compatível.",alta; moderada,Derivado — regra da 09c,texto,0.0,2,alta,
09c_alertas_cfem_processo,auditoria,valor_recolhido_brl,,Valor da CFEM recolhido na linha (mantido nas somas em R$).,R$ nominais,ANM CFEM (ValorRecolhido),decimal,0.0,45,8027.78,
09c_alertas_cfem_processo,auditoria,r_por_t,,R$ recolhido por tonelada declarada pelo processo.,R$/t,Derivado,decimal,0.0,45,125.4348464677904,
09c_alertas_cfem_processo,auditoria,mediana_r_por_t_mineral,,"Mediana do R$ por tonelada nas linhas da CFEM do mesmo mineral (todos os processos e anos), para comparar com r_por_t. Nos metais medidos em kg (ouro, prata) é ponderada pelo R$ recolhido, para não ser puxada pelas próprias declarações erradas.",R$/t,Derivado — ANM CFEM,decimal,0.0,11,75296.68778685048,
09c_alertas_cfem_processo,auditoria,observacao,,Nota metodológica ou de rastreabilidade da linha.,texto livre,—,texto,0.0,10,Um único processo declara mais toneladas comercializadas do ,
10_cons_municipio_ano,real,municipality_id,sim,Código IBGE do município (7 dígitos). Padrão externo estável.,52##### (7 dígitos),IBGE — malha 2025 (CD_MUN),texto,0.0,246,5200050,
10_cons_municipio_ano,real,municipality_name,sim,Nome oficial do município (campo fixado no Contrato de Dados).,texto,IBGE — malha 2025 (NM_MUN),texto,0.0,246,Abadia de Goiás,renomeada de 'municipio_nome' na v6
10_cons_municipio_ano,real,uf,,Sempre GO.,GO,—,texto,0.0,1,GO,
10_cons_municipio_ano,real,year,sim,Ano de referência (contrato): CFEM 2022–2026; população 2025; PIB 2023.,AAAA,—,inteiro,0.0,5,2022,renomeada de 'ano' na v6
10_cons_municipio_ano,real,area_km2,,Área oficial do município.,km²,IBGE — malha 2025 (AREA_KM2),decimal,0.0,246,143.357,
10_cons_municipio_ano,real,latitude,sim,Latitude do representative_point do polígono municipal (dentro do município; não é a sede).,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,0.0,246,-16.791129,
10_cons_municipio_ano,real,longitude,sim,Longitude do representative_point do polígono municipal (dentro do município; não é a sede).,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,0.0,246,-49.454403,
10_cons_municipio_ano,real,cfem_recolhido_brl,,CFEM recolhida no município no ano (CodigoMunicipio da CFEM).,R$ nominais,ANM CFEM (ValorRecolhido),decimal,19.0,773,10370.07,
10_cons_municipio_ano,real,cfem_qtd_titulares_distintos,,"Titulares distintos que recolheram CFEM no município no ano. ATENÇÃO: contado pelo CPF_CNPJ da CFEM, que está corrompido (notação científica) — CNPJs diferentes podem colidir, então é um limite inferior aproximado. Recalcular pela ponte do número do processo (pendente).",contagem,ANM CFEM (CPF_CNPJ),inteiro,0.0,23,2,
10_cons_municipio_ano,real,cfem_qtd_minerais_distintos,,Minerais canônicos distintos com CFEM no município no ano.,contagem,ANM CFEM → crosswalk 01b,inteiro,0.0,8,1,
10_cons_municipio_ano,real,qtd_processos_cadastro_mineiro,,"Processos distintos com título no município — fotografia atual, repetida em todas as linhas do município.",contagem,Cadastro Mineiro,inteiro,0.0,134,25,
10_cons_municipio_ano,real,qtd_titulares_cadastro_mineiro,,"Titulares distintos com título — fotografia atual, repetida em todas as linhas.",contagem,Cadastro Mineiro,inteiro,0.0,101,23,
10_cons_municipio_ano,real,principais_minerais,,Até 5 minerais mais citados nos títulos do município — fotografia atual.,texto separado por ';',Cadastro Mineiro → crosswalk 01b,texto,0.0,241,Rochas (Britadas) e Cascalho; Titânio; Ouro; Areia; Diamante,renomeada de 'principais_minerais_cadastro (snapshot)' na v6
10_cons_municipio_ano,real,populacao,,População residente estimada; preenchida só na linha do ano de referência (populacao_ano).,pessoas,"IBGE SIDRA 6579, variável 9324",inteiro,74.3,245,22052,
10_cons_municipio_ano,real,populacao_ano,,Ano de referência da população.,AAAA,IBGE SIDRA 6579,inteiro,0.0,1,2025,
10_cons_municipio_ano,real,pib_total_brl,,"PIB a preços correntes, convertido de mil reais (SIDRA) para R$; só na linha do ano de referência.",R$ correntes,"IBGE SIDRA 5938, variável 37",inteiro,74.3,246,477983000,
10_cons_municipio_ano,real,pib_ano,,Ano de referência do PIB.,AAAA,IBGE SIDRA 5938,inteiro,0.0,1,2023,
10_cons_municipio_ano,real,regiao_geografica_imediata,,Região geográfica imediata oficial do IBGE.,texto,IBGE — malha 2025 (NM_RGI),texto,0.0,22,Goiânia,
10_cons_municipio_ano,real,source_ids,sim,"Fontes de onde vieram os valores da linha. Cada fonte entra se, e somente se, alguma coluna da linha veio dela.",SRC_* separados por ';' (IDs da aba 07),Governança,texto,0.0,5,SRC_IBGE_MALHA_2025; SRC_ANM_CFEM; SRC_ANM_CADASTRO,
10_cons_municipio_ano,real,observacao,,Nota metodológica ou de rastreabilidade da linha.,texto livre,—,vazio,100.0,0,,coluna 100% vazia
10_cons_municipio_ano,real,source_url,,"URL de cada fonte da linha, na mesma ordem de source_ids (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,5,https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_,
10_cons_municipio_ano,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_ids (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,3,2026-09-10; 2026-09-10; 2026-09-10,
10_cons_municipio_ano,real,periodo_referencia,,Ano da linha; 2026 é parcial (CFEM com registros até o início de agosto).,AAAA ou AAAA-MM,fonte da linha,texto,0.0,5,2022,
10_cons_municipio_ano,real,tipo_fonte,,"Tipo das fontes da linha (oficial, companhia, setorial, imprensa ou derivada), como na 07.",oficial,—,texto,0.0,1,oficial,
10_cons_municipio_ano,real,valor_observado_estimado,,"observado: somas de valores observados das fontes (linhas da 08), sem estimativa.",observado,Governança,texto,0.0,1,observado,
10_cons_municipio_ano,real,metodo_estimacao,,Método quando o valor não é observado; vazio nas linhas observadas.,texto,Governança,vazio,100.0,0,,coluna 100% vazia
10_cons_municipio_ano,real,status_validacao,,"valido, ou os alertas das linhas da 08 que entram na soma (alerta_processo_09c, quantidade_excluida_da_soma_09b, alerta_producao_repetida), separados por ';'.",valido; alerta_processo_09c; quantidade_excluida_da_soma_09b; alerta_processo_09c; quantidade_excluida_da_soma_09b,Governança,texto,0.0,4,valido,
10_cons_municipio_ano,real,responsavel_validacao,,"Quem validou: as checagens automáticas do pipeline, registradas na 14b.",texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
11_cons_empresa_ano_mineral,real,company_id,sim,Identificador estável do titular. PJ: raiz do CNPJ (agrupa matriz e filiais). PF: CPF íntegro ou sha1 do nome normalizado (CPF mascarado por LGPD). COM_NAO_IDENTIFICADO = CFEM de processo ausente do Cadastro Mineiro e do SIGMINE.,"COM_CNPJ_########, COM_CPF_###########, COM_NOME_<8 hex>, COM_NAO_IDENTIFICADO","Derivado — Cadastro Mineiro (Titular, CPF/CNPJ)",texto,0.0,5045,COM_CNPJ_86902053,
11_cons_empresa_ano_mineral,real,razao_social,,Razão social mais frequente do titular nas fontes de título. CPF que venha dentro do nome (empresário individual) sai mascarado por LGPD: ***456789**.,texto,Cadastro Mineiro (Titular),texto,0.0,5036,MINERACAO MARACA INDUSTRIA E COMERCIO S/A,
11_cons_empresa_ano_mineral,real,cnpj_raiz,,8 primeiros dígitos do CNPJ: identificam a empresa (o restante é o estabelecimento).,8 dígitos; vazio para PF,Cadastro Mineiro (CPF/CNPJ do titular),texto,43.3,2269,86902053,
11_cons_empresa_ano_mineral,real,tipo_pessoa,,Natureza do titular.,PJ; indeterminado; PF,Cadastro Mineiro,texto,0.0,3,PJ,
11_cons_empresa_ano_mineral,real,mineral_id,sim,"Identificador estável do mineral. Atribuído por ordenação (classe, nome) sobre as 57 categorias oficiais da ANM + subitens justificados; nunca por hash do nome. Para rochas, a categoria depende do tipo de uso declarado (ver 01c).",MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,0.0,59,MIN_011,
11_cons_empresa_ano_mineral,real,mineral_name,sim,Nome padronizado do mineral (campo fixado no Contrato de Dados).,texto,01_dim_minerais,texto,0.0,59,Cobre,renomeada de 'mineral_nome' na v6
11_cons_empresa_ano_mineral,real,year,sim,"Ano da CFEM (contrato). Vazio = mineral citado nos títulos do titular, sem CFEM.",AAAA,—,inteiro,79.8,5,2025,renomeada de 'ano' na v6
11_cons_empresa_ano_mineral,real,cfem_recolhido_brl,,"CFEM do titular para o mineral no ano, ligada pela ponte do número do processo. A soma da coluna bate com o arquivo bruto (R$ 867.578.398,91).",R$ nominais,ANM CFEM (ValorRecolhido),decimal,79.8,2056,66421926.66,
11_cons_empresa_ano_mineral,real,qtd_titulos_com_esse_mineral,,"Menções do mineral nos títulos do titular no Cadastro Mineiro (ocorrências, não processos distintos).",contagem,Cadastro Mineiro,inteiro,0.0,81,78,
11_cons_empresa_ano_mineral,real,qtd_processos_total_empresa,,Processos distintos do titular em Goiás.,contagem,Cadastro Mineiro,inteiro,0.0,67,154,
11_cons_empresa_ano_mineral,real,qtd_processos_sigmine,,Processos do titular no SIGMINE casados pelo NOME (a Base 4 mostra que a ponte do processo cobre mais: 92% × 66%).,contagem,SIGMINE,inteiro,0.0,66,173,
11_cons_empresa_ano_mineral,real,municipios_atuacao,,"Municípios onde o titular recolheu CFEM para o mineral no ano; sem CFEM, os municípios dos títulos. Até 6 nomes, em ordem alfabética; o total está em qtd_municipios_mineral_ano.",texto separado por ';',CFEM / Cadastro Mineiro,texto,0.0,1469,Alto Horizonte,
11_cons_empresa_ano_mineral,real,qtd_municipios_mineral_ano,,"Quantos municípios há por trás de municipios_atuacao, antes do corte em 6 nomes (mesma regra: CFEM do mineral no ano; sem CFEM, os dos títulos).",contagem,CFEM / Cadastro Mineiro,inteiro,0.0,29,1,
11_cons_empresa_ano_mineral,real,qtd_municipios,,"Municípios de Goiás onde o titular tem títulos — do titular inteiro (todos os minerais e fases), não só da linha; por isso pode diferir de qtd_municipios_mineral_ano. 0 em COM_NAO_IDENTIFICADO (processos fora do Cadastro Mineiro).",contagem,Cadastro Mineiro,inteiro,0.0,30,26,
11_cons_empresa_ano_mineral,real,fase_predominante,,Fase processual mais frequente nos títulos do titular.,texto (fases ANM),Cadastro Mineiro (Fase Atual),texto,0.6,11,Autorização de Pesquisa,
11_cons_empresa_ano_mineral,real,production_t,sim,VAZIO de propósito: a ANM não publica produção por empresa (gap QC07). Nome fixado no contrato.,t,—,vazio,100.0,0,,coluna 100% vazia | renomeada de 'producao_t' na v6
11_cons_empresa_ano_mineral,real,energy_mwh,sim,VAZIO de propósito: depende do pareamento com a CCEE (Squad 2). Nome fixado no contrato.,MWh,—,vazio,100.0,0,,coluna 100% vazia | renomeada de 'consumo_energia_mwh' na v6
11_cons_empresa_ano_mineral,real,energy_intensity_mwh_t,sim,VAZIO de propósito: energy_mwh / production_t na mesma production_basis. Nome fixado no contrato.,MWh/t,—,vazio,100.0,0,,coluna 100% vazia | renomeada de 'intensidade_mwh_t' na v6
11_cons_empresa_ano_mineral,real,identificacao_empresa,,Como o company_id foi atribuído.,raiz_cnpj; processo do CFEM ausente do Cadastro Mineiro e do SIGMINE; nome_casado_com_raiz_cnpj; nome (CPF mascarado por LGPD); nome (sem documento),Governança — resolução de entidade,texto,0.0,5,raiz_cnpj,renomeada de 'identificacao' na v6
11_cons_empresa_ano_mineral,real,source_ids,sim,"Fontes de onde vieram os valores da linha. Cada fonte entra se, e somente se, alguma coluna da linha veio dela.",SRC_* separados por ';' (IDs da aba 07),Governança,texto,0.0,4,SRC_ANM_CADASTRO; SRC_ANM_CFEM; SRC_ANM_SIGMINE,
11_cons_empresa_ano_mineral,real,observacao,,Nota metodológica ou de rastreabilidade da linha.,texto livre,—,vazio,100.0,0,,coluna 100% vazia
11_cons_empresa_ano_mineral,real,source_url,,"URL de cada fonte da linha, na mesma ordem de source_ids (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,4,https://dadosabertos.anm.gov.br/SCM/<arquivo>.csv — 13 arqui,
11_cons_empresa_ano_mineral,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_ids (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,3,2026-09-10; 2026-09-10; 2026-09-10,
11_cons_empresa_ano_mineral,real,periodo_referencia,,Ano da linha; 2026 é parcial (CFEM com registros até o início de agosto).,AAAA ou AAAA-MM,fonte da linha,texto,0.0,6,2025,
11_cons_empresa_ano_mineral,real,tipo_fonte,,"Tipo das fontes da linha (oficial, companhia, setorial, imprensa ou derivada), como na 07.",oficial,—,texto,0.0,1,oficial,
11_cons_empresa_ano_mineral,real,valor_observado_estimado,,"observado: somas de valores observados das fontes (linhas da 08), sem estimativa.",observado,Governança,texto,0.0,1,observado,
