"Localidade";"Variável";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025"
"Lagoa Santa";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lagoa Santa";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lagoa Santa";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Lagoa Santa";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Leopoldo de Bulhões";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Leopoldo de Bulhões";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Luziânia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Areia (m³)";"";"115.709";"116.206";" 258.283 ";"10.881";"51.307";"120.067";"64.961";"66.017";"4.978";"72.312";"72.046";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Argila para Cerâmica Vermelha (t)";"";"-";"-";"204.000 ";"26.430";"-";"";"";"4.000";"4.000";"1.884";"";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Argila para Cerâmica (t)";"";"-";"99.000";"-";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Luziânia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mairipotaba";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Areia (m³)";"";"4.394";"2.673";" 1.050 ";"4.333";"2.167";"";"";"8.509";"";"676";"463";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mairipotaba";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mambaí";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mambaí";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mara Rosa";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Argila para Cerâmica Vermelha (t)";"";"-";"-";" 24.100 ";"15.265";"28.967";"23.440";"54.243";"17.700";"39.400";"41.650";"17.900";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Argila para Cerâmica (t)";"";"24.667";"16.250";"-";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mara Rosa";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Marzagão";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Marzagão";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Matrinchã";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"36.213";"2.600";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Matrinchã";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Maurilândia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Maurilândia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mimoso de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Areia (m³)";"";"683";"780";" 1.783 ";"12.959";"-";"4.725";"4.320";"2.729";"5.708";"4.724";"2.592";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mimoso de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Minaçu";"Produção de Amianto (t)";"";"227.304";"254.204";" 287.673 ";"288.452";"302.257";"306.321";"304.569";"290.826";"311.228";"232.052";"177.677";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Areia (m³)";"";"";"";"";"";"302";"1.071";"5.190";"874";"";"120";"266";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"218";"300";"300";"";"";"";"";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Minaçu";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mineiros";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Areia (m³)";"";"";"";"";"1.183";"2.027";"1.248";"5.927";"7.589";"5.005";"3.083";"7.187";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"14.000";"";"12.000";"11.050";"15.972";"8.560";"";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mineiros";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Moiporá";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Areia (m³)";"";"409";"11.848";"-";"";"-";"";"";"5.010";"5.010";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Moiporá";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Monte Alegre de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Areia (m³)";"";"9.621";"7.090";" 1.071 ";"5.023";"11.996";"18.557";"22.759";"4.677";"3.500";"9.727";"5.724";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"4.204";"4.204";"5.398";"6.800";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Monte Alegre de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Montes Claros de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montes Claros de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Montividiu";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Montividiu do Norte";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Montividiu do Norte";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Morrinhos";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Areia (m³)";"";"-";"1.500";" 2.267 ";" - ";"6.111";"12.200";"7.545";"18.620";"21.778";"4.902";"4.296";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"4.754";"3.914";"7.230";"5.986";"";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morrinhos";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Morro Agudo de Goiás";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Morro Agudo de Goiás";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mossâmedes";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"1.993";"1.993";"4.476";"2.304";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mossâmedes";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mozarlândia";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Areia (m³)";"";"5.732";"4.131";" 4.824 ";"5.085";"1.007";"13.402";"3.195";"17.968";"2.709";"2.567";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozarlândia";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mundo Novo";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"2.441";"1.403";"13.109";"2.624";"2.018";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mundo Novo";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Mutunópolis";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Areia (m³)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Argila para Cerâmica (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Argila para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mutunópolis";"Produção de Argila Refratária (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nazário";"Produção de Alumínio (t)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Nazário";"Produção de Amianto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nazário";"Produção de Areia (m³)";"";"4.126";"-";"-";"";"6.221";"";"";"";"";"791";"840";"";"";"";"";"";"";"";"";""
"Nazário";"Produção de Argila para Cerâmica  Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nazário";"Produção de Argila para Cerâmica Vermelha (t)";"";"";"";"";"11.000";"5.000";"";"";"4.480";"11.830";"";"";"";"";"";"";"";"";"";"";""
"Nazário";"Produção de Argila para Cerâmica (t)";"";"4.000";"-";"-";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
